src,in_src,out_src,dst,in_dst,out_dst,bound,runtime,profit
31986374,169,90,9067891,5,344,3,25,0.07
68480076,10,102,21875285,40,96,3,150,0.22
57045852,1,193,4128545,132,102,4,423,0.07
215930,211,230,3941286,18,94,1,6,0.81
3405848,17,118,3370810,3,171,1,4,0.41
3474423,432,111,1813865,70,381,3,284,2.23
1577739,19,156,20097,1240,409,1,4,1.64
807422,54,216,17725388,69,121,2,8,2.55
9897211,32,81,17407005,30,113,2,8,0.57
60545399,15,104,14673887,39,91,1,4,0.28
16255908,7,89,35989493,0,105,1,4,1.04
42032324,10,133,12455048,63,115,3,231,1.71
1439155,47,118,300631,534,85,3,549,1.64
7945473,45,155,48617224,52,80,2,8,0.13
25266,414,236,56412307,3,132,2,7,1.6
7112654,5,147,29988088,10,187,2,8,1.26
7990264,96,126,1192436,360,175,1,5,0.57
434761,46,135,2027825,44,82,2,7,0.64
23208247,200,106,39566238,13,122,1,4,1.31
10133735,99,125,36090602,115,77,4,934,1.63
14890775,203,307,15566685,78,411,2,8,0.74
29731255,46,241,1273747,29,94,4,1051,0.44
6220324,26,77,29193216,5,150,2,7,1.18
1805174,32,81,37799098,67,165,3,236,2.02
3822428,182,134,447504,219,224,2,10,1.86
21670986,7,153,18701,2342,227,4,10152,1.57
3136201,64,103,17684424,6,93,2,8,0.02
1447047,7,111,166751,114,110,4,1018,0.63
5981045,21,201,21781985,88,180,1,5,0.45
39668,386,193,2653722,1,99,4,162,2.35
877580,188,177,20070926,15,165,3,91,1.99
30279653,30,163,27112,186,150,1,6,0.44
412879,533,196,5571470,19,81,1,5,0.9
20903684,27,123,2389550,54,79,1,5,0.74
29252,1713,162,23685342,4,506,1,4,1.33
42418322,8,115,493333,46,298,4,746,0.17
381332,107,145,12829789,15,199,2,9,1.07
5079506,4174,411,1113496,72,110,1,6,0.56
31911349,8,99,2453217,119,93,1,4,0.99
61634782,2,104,520482,206,167,1,5,0.42
546778,39,84,77378,93,102,4,858,0.49
840277,50,90,74201,112,122,1,4,0.36
409251,295,141,2292745,147,92,1,5,2.45
55514078,10,218,36615125,0,111,2,9,1.75
2444480,20,197,42018105,20,171,4,881,0.38
17442590,63,141,63828037,14,83,4,679,1.62
13019930,22,88,1061330,35,110,3,158,1.07
65652113,16,84,13012674,5,114,2,8,0.0
14461309,40,78,66414461,9,92,2,7,0.43
27281587,5,5379,49806697,38,96,1,5,2.24
14240688,99,115,71234,739,459,1,4,2.98
539048,380,114,9508962,54,82,4,681,2.75
2515921,57,420,14673297,5,114,2,9,0.04
23883346,78,156,36559128,36,98,3,140,1.38
39368416,4,133,11113795,14,218,1,4,0.06
19747760,15,86,33621375,4,156,2,8,1.81
16285584,9,548,3624104,26,122,1,6,1.84
23944336,21,112,91515,397,359,4,2233,1.67
107682,118,105,2892443,18,77,3,88,0.3
507092,170,150,19563703,87,90,2,10,2.52
50152014,5,77,40679527,13,84,3,66,0.51
14963330,38,77,4534964,147,109,2,9,1.41
38545252,6,943,88885,8853,763,3,813,1.73
128668,187,117,12130738,8,100,3,39,0.02
25531,4886,87,1726082,78,107,1,4,0.71
17857743,6,216,2146686,64,144,2,9,1.87
3319696,93,206,30790325,120,100,3,480,0.86
29163913,10,88,2411079,5,85,4,161,2.53
12355936,19,85,2103169,41,81,3,190,1.85
161909,201,124,11721659,190,188,1,5,1.13
56291,237,150,41468466,30,115,3,131,3.75
1472005,119,91,128376,50,202,1,5,0.68
11610617,8,81,14166724,170,104,3,358,2.75
33939060,6,86,398246,263,114,3,330,0.43
3017040,11,214,24118576,357,137,4,2330,0.27
2493928,32,86,6367605,210,156,4,1199,2.02
24488947,14,79,8941331,12,101,1,4,2.42
20073356,5,139,1169713,129,277,2,9,0.47
367105,289,157,16998728,6,80,2,9,0.1
9919866,22,97,12489185,18,81,3,73,0.21
7889578,10,106,5174613,139,277,2,8,0.98
18129,22,179,482044,302,126,4,1948,0.37
34802102,282,222,602080,18,136,2,9,1.07
162385,276,234,61146760,4,398,1,5,2.48
2108060,458,358,39149832,2,109,3,19,0.96
12649358,66,78,3646814,40,84,1,4,0.84
235342,14,111,2192151,112,192,2,9,1.12
411292,254,221,8371562,92,111,2,12,1.57
8533854,31,86,40065670,67,124,2,9,0.53
28842529,5,526,40462096,40,145,2,11,2.75
53078,953,229,8674949,8,131,2,11,0.14
24008985,37,81,67536411,2,284,3,15,0.46
9262238,22,116,34263743,27,99,1,5,0.81
1432498,52,97,184061,220,159,1,4,1.59
18675045,6,235,17363244,44,178,4,1437,0.73
25578679,36,83,5336013,42,84,2,8,1.32
55475645,16,186,5680251,57,197,4,1497,0.06
23668719,163,87,27790432,19,111,3,92,0.82
1555310,65,104,4817166,142,83,2,9,0.19
30324961,9,817,327754,261,136,1,6,1.23
2901691,32,235,26370879,223,303,3,1044,0.9
1045002,109,209,43943485,41,168,2,9,0.49
3043463,53,112,56142356,121,220,3,541,1.5
108074,90,77,1009437,23,79,3,103,1.39
4097345,21,79,2080109,68,83,3,297,2.36
55739300,5,233,18309247,14,171,1,5,1.17
3166449,8,108,1091379,38,141,2,9,0.06
11699678,196,109,28153284,205,77,2,9,1.85
3769614,60,378,380114,645,311,1,5,2.81
5483684,81,100,26234285,53,100,1,4,1.09
2592192,113,77,57339579,80,140,4,694,0.75
21476,369,91,25793095,65,104,4,745,0.77
35249682,29,93,10896154,230,122,4,1467,1.13
17440284,67,133,17583556,1,150,1,5,1.83
9468815,121,123,178126,71,106,3,297,1.0
4501785,40,96,49224180,2,162,3,14,2.06
24083658,30,117,10205774,7,300,3,36,2.56
39391174,0,159,18429496,48,222,3,190,0.45
67628795,2,362,988503,54,155,3,114,2.17
61434267,99,305,60600437,25,94,4,161,3.64
680729,121,154,4975238,871,211,2,13,0.37
9513507,73,288,11934261,129,88,1,4,1.36
16772728,47,97,4024362,17,122,1,4,1.97
29198571,34,88,700456,104,146,2,8,0.5
262246,76,100,110305,347,136,4,1828,0.24
2492199,57,80,5478016,53,80,2,9,2.29
44294806,96,92,42485036,2,281,2,8,0.79
40015230,11,202,2795468,29,81,2,8,1.34
35399848,205,220,1827074,29,216,4,1111,0.73
237456,50,77,519841,119,87,1,5,1.09
14260025,24,125,11021834,218,121,3,473,0.35
8643461,7,80,36723673,50,90,2,8,3.8
935347,146,120,432065,30,88,2,8,0.0
30155661,6,94,56991423,178,211,3,419,0.0
11464918,16,90,467353,258,92,3,351,2.08
38102149,3,450,7384324,48,136,3,218,2.2
21709566,593,309,1467149,58,88,1,5,0.65
12252973,13,145,524416,331,145,2,11,2.2
20329662,25,261,12283149,5,153,2,8,1.87
6855352,48,92,65821515,4,82,3,24,0.15
4912328,130,136,8276371,43,105,4,796,1.1
2833772,23,249,28849203,45,315,1,5,0.96
7293009,155,93,438476,182,156,2,10,0.44
1558846,3,118,549880,182,247,3,549,0.47
3630784,51,81,51026696,48,117,4,544,0.01
151959,123,166,31993235,15,81,1,5,0.27
25537073,456,100,62392072,12,110,4,523,1.95
5886097,82,81,41120956,43,95,3,156,0.67
38366054,36,275,353480,327,382,1,4,2.58
922776,638,211,408658,81,176,1,5,2.5
34813997,4,295,4253083,66,101,2,9,0.12
504290,93,95,12262676,257,79,2,10,3.06
2225215,66,247,14083629,11,123,1,6,0.43
244775,3,112,938807,99,138,2,7,0.78
25778403,2230,254,81829,1706,95,3,1132,0.95
47030596,5,94,176320,229,104,1,4,0.15
33778,3544,367,387061,180,92,3,788,0.05
405276,730,283,2515116,52,97,4,1343,1.38
4651807,10,160,4030083,23,90,3,125,1.19
30299251,1,88,8468896,31,78,4,438,1.75
38187404,42,112,171549,544,292,4,2881,1.66
31814122,3,79,4263667,95,124,3,253,0.28
68552973,1,147,28857383,175,118,2,8,0.76
19101767,11,84,32670934,56,93,3,225,0.47
42602035,28,109,3026630,37,169,3,151,1.09
33523,4622,534,1222258,43,80,1,7,0.62
464600,8,124,78958,111,123,1,5,0.37
16411143,12,96,2361062,62,96,2,8,0.22
6313347,17,184,62017,243,142,3,742,1.98
1588482,50,156,1984169,9,142,2,8,1.24
21427163,14,167,5461697,11,89,4,767,1.75
27383665,2,93,41264566,0,157,3,9,0.01
8295796,13,145,14714251,85,151,1,5,0.22
1659031,33,160,54306617,11,179,2,10,1.57
45289070,15,101,1809256,62,83,4,745,1.48
803672,62,178,6502561,132,101,3,557,0.41
891684,57,100,19497348,1,93,4,12,0.7
31921030,28,129,1027159,120,82,4,1028,0.73
14123513,69,178,11729698,11,104,4,501,1.05
93275,289,126,45338085,4,481,4,105,2.06
840336,73,141,51610657,4,166,3,31,1.79
9598008,10,107,3320219,61,93,2,10,1.33
12582043,43,79,31268,562,163,3,300,1.1
706580,197,197,18724886,20,87,2,10,0.02
9240851,15,100,78214,406,304,3,415,2.48
26415536,35,107,37206,133,138,4,1006,2.28
54117932,35,367,56548362,13,91,3,75,0.67
3340088,277,401,1872124,28,118,2,11,1.01
64646143,42,100,46064,79,102,3,282,0.39
53907016,28,403,1898116,62,94,3,274,0.46
1103173,60,280,4615715,241,223,1,5,0.13
6775750,19,193,1991300,119,89,4,1320,0.25
65490529,6,300,477968,217,118,1,6,0.34
24239805,49,253,67194802,14,122,1,5,2.19
28857,832,292,7182245,83,106,4,1462,0.09
8661976,46,78,33597114,54,90,4,493,0.88
50608718,18,87,25631554,12,153,4,365,0.62
186193,747,193,5210570,32,84,3,133,0.93
30314853,6,120,4565593,4793,246,4,19143,1.58
23085021,1,98,23173647,2,141,1,4,1.23
24742,476,252,628404,39,80,1,5,1.24
46826578,14,87,31419738,15,95,1,4,0.39
11062043,38,89,191174,122,123,4,909,0.61
9340599,131,93,35225684,16,113,4,481,0.26
609225,161,92,10942685,62,140,4,718,1.66
25937553,40,145,58527641,28,147,1,5,1.98
4741287,581,204,38939,613,164,3,859,0.1
31862525,11,79,50715724,25,121,4,381,0.43
28489254,41,117,26300315,4,88,3,23,0.33
5006048,161,106,180174,1064,274,2,13,0.34
3239977,35,119,3353764,37,80,4,720,1.99
621020,31,108,3942571,25,147,2,8,0.25
199630,340,303,1373128,571,365,1,5,0.45
12563101,64,100,4016275,250,133,1,4,1.92
1218450,88,184,56488,194,132,1,5,0.04
35099311,27,85,20244680,148,115,2,9,1.04
19316427,10,80,5954680,208,147,1,4,0.88
268284,412,196,48217301,23,125,1,5,0.82
173650,258,284,647649,88,181,4,1679,1.52
585838,6,143,9505269,26,266,1,4,0.18
29180,122,142,145245,1521,255,3,617,1.63
859356,62,98,38980349,1,102,3,15,2.41
3840231,19,120,722824,1109,186,1,5,2.74
29288880,150,96,33245881,37,151,1,4,1.1
2452260,50,95,249433,137,418,1,4,1.37
2930584,99,137,21496026,123,116,1,5,0.31
1492883,39,95,8452131,5,85,2,8,1.71
46879751,10,114,22985747,19,111,1,5,1.41
3560089,47,93,54410905,4,147,2,8,1.63
44098050,3,89,1651786,87,81,3,354,1.53
727606,246,180,184583,96,96,4,1207,0.92
1653493,172,253,31027757,13,133,3,60,1.21
2386666,26,107,418732,261,109,1,4,1.0
614096,319,83,517096,40,79,3,199,0.68
423383,169,116,17486605,60,91,3,254,1.55
3255767,74,100,2579273,19,81,2,8,0.56
42598822,1,439,1177961,51,89,3,199,1.43
1600241,69,100,46299653,29,181,1,4,0.6
2148320,71,109,1562846,180,166,4,1256,0.39
1810632,41,83,42278,364,110,2,10,0.4
261659,1267,498,2568339,122,131,2,11,0.75
1341089,130,122,3198001,499,105,4,2761,0.46
1808250,175,81,151709,13,90,2,10,0.15
26695339,60,114,9115436,9,104,2,8,1.34
13811885,38,83,2591357,718,95,1,5,2.07
2607766,73,81,56496713,7,143,2,8,1.56
4204014,179,103,92531,766,196,4,3612,1.31
1988147,190,193,21694808,1,95,4,12,0.34
1896876,86,108,30406305,28,99,4,576,1.83
29941683,32,146,8580184,60,106,1,5,0.72
1873439,87,121,1227894,154,121,4,1272,0.5
24199825,11,217,7788660,93,103,4,1143,0.69
1422950,46,122,63010121,58,84,2,8,0.73
73610,429,284,312905,1463,424,2,15,0.24
45437402,209,133,48937169,4,88,3,22,1.1
3045642,201,88,32221728,28,223,1,4,0.6
769211,127,146,26346370,89,119,2,9,1.62
55583133,5,139,1423444,325,120,4,2018,0.14
28687,1980,207,20207005,31,115,4,146,0.12
142274,136,206,3228275,97,139,4,1286,2.38
8943483,106,87,13200141,114,501,1,5,0.41
22658735,14,121,7602212,77,164,4,840,0.52
44814644,69,168,53766712,11,84,1,4,0.96
879304,193,114,20702990,24,224,2,7,1.24
178132,77,101,12640824,98,116,2,7,1.09
1078908,104,93,34191307,69,80,4,712,1.84
191006,15,117,3472487,114,337,3,519,1.68
23219343,272,84,1960695,54,170,3,221,0.3
29722890,11,177,554856,91,124,2,9,0.91
24498684,29,82,5549706,41,110,4,505,2.34
23996,8170,263,57070241,15,109,1,6,0.98
90999,160,102,1114532,27,85,4,560,1.4
6717165,84,96,118748,63,145,2,9,1.71
4278138,111,128,13064031,7,144,4,193,1.07
6855717,34,111,47859276,9,84,2,9,2.05
1259785,253,120,3797637,21,196,4,702,0.46
53312001,16,83,532734,58,160,2,9,1.15
5880652,49,90,53821858,6,100,4,404,0.6
7155695,63,109,517986,75,107,2,9,0.84
2963867,237,204,147156,466,281,4,3048,1.57
25918297,1,316,759263,1220,320,2,15,0.27
4917686,49,88,351226,113,84,4,915,0.47
5171551,81,87,4386805,80,92,1,4,1.73
20675738,15,95,39657644,176,147,3,440,0.84
551129,755,268,95651,119,103,2,9,2.68
3993315,64,150,413408,852,192,2,12,1.0
706315,205,112,7990857,12,108,1,4,3.94
5857436,59,107,653302,149,107,1,5,1.19
84945,9,204,37702817,72,131,2,10,0.78
49486520,7,93,7959873,32,79,2,8,1.42
1467623,1,339,562106,123,82,2,10,1.69
684860,42,78,45438991,152,148,1,4,0.64
10894978,29,84,2230861,12,80,1,4,1.82
843440,25,157,19592358,4,187,2,8,0.9
428891,91,105,60890366,21,100,4,483,1.27
25172202,1,133,12535398,71,112,1,4,0.64
742906,345,179,11777431,28,89,4,932,0.22
25414501,77,129,25558934,11,112,3,49,1.36
1741785,79,78,34773390,68,85,4,595,0.8
11086610,29,218,37579084,3,337,3,19,0.07
18824313,190,146,31354570,47,79,1,5,0.93
22141604,2,158,12447036,38,96,3,156,0.89
21488,1706,309,4294353,87,102,3,349,1.67
362336,56,115,29371272,37,110,2,8,0.39
22650573,104,167,367105,289,157,1,5,1.26
1134157,359,134,4343334,122,99,4,1075,0.75
23443340,358,88,10682698,13,84,2,8,0.56
8709554,356,269,24809257,29,92,4,1327,0.61
431769,53,106,28030761,16,411,4,443,0.39
2150292,61,79,6309587,43,159,1,4,0.09
12633378,13,216,49738065,12,88,3,54,1.74
46434240,3,187,4056793,165,231,3,662,0.38
61775668,6,230,689948,86,82,3,420,0.13
5210983,61,78,36623423,38,81,4,461,0.96
2863491,3,95,57084538,15,77,3,63,0.55
4951576,50,845,2965889,21,83,1,8,0.04
7054888,90,177,41329019,30,83,2,8,2.2
45266304,187,82,396056,65,80,1,4,2.5
55984701,8,79,2783176,121,143,3,294,0.36
27607763,29,135,25240439,16,137,1,5,0.39
1261060,853,87,1423322,13,221,4,465,0.07
44272,663,178,21305374,86,211,4,992,1.61
42311394,1,108,579069,261,134,2,10,1.35
5284284,44,79,26961219,25,214,3,103,1.95
19494975,53,84,146219,267,196,2,10,1.7
21711624,280,109,3734515,16,131,3,73,2.28
33622478,312,81,426216,67,111,3,266,0.73
2625625,63,97,295828,331,217,3,428,0.5
19745464,6,157,29274248,11,89,3,48,1.22
935261,52,99,931,731,217,2,11,0.21
4585788,17,113,37784928,68,85,1,4,1.28
23743802,31,153,19460809,166,190,1,4,0.24
46727136,12,91,2085935,146,94,3,408,1.42
61287495,4,82,393729,89,91,4,688,0.07
1451526,103,267,117747,852,103,3,1192,0.33
3484304,147,106,57547,202,133,2,9,1.07
24323949,10,182,91717,208,91,2,8,0.63
321978,883,149,2079079,35,84,3,150,1.34
703692,305,90,2657868,18,124,4,462,0.38
599543,165,148,1056105,17,153,1,4,1.96
69573,134,94,19114125,62,92,4,646,1.12
32036960,3,103,1899390,95,192,4,740,0.34
1471932,55,97,54119601,6,97,3,31,1.18
3497348,245,226,15749794,40,127,3,208,1.95
11410272,28,85,1312856,167,183,3,299,0.68
818818,239,125,33907335,94,319,4,903,0.11
47163685,16,77,9123584,110,103,1,4,0.61
9918580,5,79,21414261,31,421,1,5,2.75
3306100,36,171,64169760,2,78,1,5,2.35
5171568,79,133,24325195,92,101,1,4,1.22
199956,82,133,34957118,16,83,3,75,0.97
42395635,0,162,5312916,96,213,1,5,3.38
58095655,3,231,4703510,65,117,3,266,0.82
161657,219,265,19850263,26,99,2,9,1.33
2522508,90,133,848276,361,246,4,1971,0.75
6820862,183,191,15479126,8,83,3,41,0.74
841907,22,165,49209844,22,114,3,100,1.39
3106370,97,123,3893666,345,173,4,2084,2.8
2150105,51,107,352642,575,125,3,522,1.18
13976081,29,80,13956989,11,106,4,450,2.35
9575098,46,178,672539,60,95,4,1061,2.36
1076789,58,104,26815888,26,127,4,640,1.07
264996,129,87,63836236,12,79,3,56,0.38
2249912,106,97,5174341,109,79,4,822,0.02
6716840,42,79,461244,100,107,4,738,0.39
39842443,61,88,49797332,246,148,4,1330,1.98
60658679,0,299,15702103,86,119,1,4,0.02
1470520,471,150,29652298,71,147,3,263,0.81
3760786,207,125,6057960,63,91,1,4,0.68
919384,104,83,44130779,11,176,3,48,0.21
356223,77,140,124823,157,106,4,1155,0.95
15337024,24,104,67536411,2,284,3,15,0.39
4117144,32,152,126391,140,111,2,9,1.87
32156702,44,100,9704399,30,85,4,525,0.84
2055202,21,84,968627,143,128,3,360,0.31
714553,188,119,35647572,40,82,4,647,0.18
16010072,0,216,240146,1582,464,1,5,1.59
2417013,165,122,1131404,79,132,2,8,2.27
637579,92,175,1074419,348,110,3,836,2.5
3139647,28,99,418880,79,80,4,816,1.58
47156854,32,261,47675404,15,87,1,5,0.88
34033,264,135,51238929,1,565,4,11,0.61
56120136,4,94,21314614,7,120,2,8,2.27
4764232,66,86,2119305,83,102,4,668,0.77
27848,387,297,19935921,4,77,1,6,0.04
41617665,5,108,58985286,96,145,2,8,0.78
14354140,2,206,1017926,41,99,4,616,1.44
8752627,122,209,12780597,15,78,2,8,2.29
652467,178,116,1893412,58,83,4,698,0.77
2926979,12,180,1162416,47,82,2,9,0.14
21587184,232,198,17491404,5369,274,4,22730,0.01
2719458,209,79,8287730,26,82,3,128,2.26
41483445,27,86,38916355,28,106,3,105,3.3
28995647,23,174,253790,45,106,2,8,1.11
4281611,15,305,1248378,73,80,1,6,0.01
18950042,40,182,40205734,47,137,4,657,0.94
1858051,57,78,37539758,4,84,4,102,1.11
327754,261,136,11572857,87,116,2,9,0.06
1218815,149,344,3822428,182,134,4,2158,1.61
61783988,9,166,905174,39,78,2,8,0.18
53606626,11,82,47596611,6,77,1,4,0.78
30781560,2,96,22089710,128,114,1,4,0.89
20400255,61,153,15236947,251,132,1,4,1.26
20685632,9,78,7204707,20,86,1,4,2.02
9518388,138,256,1497975,19,82,1,4,0.84
380886,411,106,1102364,120,127,2,8,2.81
3292907,179,205,27693223,38,402,2,8,0.1
3095833,96,127,38380229,578,325,4,2835,0.04
39194607,34,79,660945,4,109,1,4,1.41
8156282,13,111,53227155,4,98,4,82,0.2
5877733,47,158,1513019,53,98,3,202,1.27
49123,151,128,22813000,13,87,1,4,1.0
52387063,55,93,40261898,1,359,1,4,1.66
7582561,15,244,36068992,126,102,3,488,1.52
4666038,260,148,27731956,0,92,3,8,0.95
21082957,85,144,41684727,270,162,1,4,2.77
17259014,16,105,14184508,10,124,4,410,1.05
167373,832,240,9986159,16,77,2,8,0.92
23880219,3,111,133374,196,145,2,9,2.01
57407078,5,97,1361017,36,84,3,185,0.16
16204528,145,164,29250,281,87,2,10,1.74
519237,553,164,179032,337,88,1,4,0.14
25245769,7,79,4471899,7,98,1,4,1.07
44420037,4,77,53894149,0,81,3,8,1.09
7679001,56,132,10040343,21,105,1,4,0.16
53018377,18,88,4148260,282,418,3,325,0.76
26134540,6,127,2692063,15,78,1,5,1.52
3542988,51,220,11717367,75,80,4,1236,1.2
920815,269,184,2652788,68,101,2,9,1.34
906134,109,111,678428,272,231,4,1643,0.89
33047484,4,158,51541499,16,99,1,5,0.64
16098733,11,105,4663597,284,133,4,1528,0.49
21865270,9,78,24839279,29,78,3,169,0.02
57530940,27,101,929466,472,78,4,2374,0.88
15669776,222,208,47524221,25,160,4,813,0.85
52126081,24,134,38291097,10,140,1,4,1.76
505086,103,392,529759,291,109,3,1151,3.24
31829588,29,102,48884619,6,107,2,7,0.9
2780654,2,94,11555691,189,235,2,7,0.51
489133,143,243,11452579,313,91,3,1112,0.35
2139204,753,228,639967,570,100,1,5,0.04
25189014,72,102,51404455,64,101,4,695,0.91
192488,343,91,1665137,235,139,1,5,1.01
9346856,41,87,24585157,87,132,2,9,0.61
65229123,20,129,125127,63,134,2,8,0.85
45168,657,87,27857098,49,176,2,9,0.72
11716610,12,1237,23557134,32,97,1,15,2.38
52615885,1,134,52014196,144,341,3,494,0.16
98637,197,132,22050,910,308,4,5298,1.03
1263207,139,82,124995,129,180,3,346,0.51
39651387,1,188,387908,137,80,1,4,2.33
1618242,251,113,36715953,175,254,3,537,0.26
13083023,187,298,3733665,372,95,1,6,0.96
4144853,44,103,328154,37,87,1,5,0.09
41604443,53,175,375616,19,118,2,9,0.59
58752899,44,87,1186741,459,253,2,10,0.34
44278448,27,106,24867534,6,116,1,5,1.65
53597,96,131,337835,9,152,2,9,1.31
3507820,45,113,3593569,33,88,2,8,1.96
7039969,33,91,364275,473,261,1,4,0.52
4577198,24,84,48834677,14,96,3,59,0.92
3146455,48,80,28909446,16,117,4,443,2.14
15640137,88,178,61457147,6,107,4,839,2.68
861906,157,129,25403076,30,155,2,9,0.32
19927106,8,81,189455,1383,233,4,6647,1.86
67939484,0,156,1390718,42,145,1,6,1.26
14745602,3,97,77739,275,164,2,13,0.09
33410290,15,146,43085258,73,100,1,6,0.16
24173382,92,85,1021879,264,153,3,405,0.71
9091100,96,114,15228955,20,116,3,101,1.46
1211940,97,365,10780993,187,136,2,12,1.07
3315685,62,80,43709199,1,78,3,13,2.84
27676945,9,79,45522,277,88,3,419,0.91
28189555,184,83,17928458,72,77,3,387,1.35
24873,93,110,350420,87,87,3,441,2.3
143196,154,91,67096362,26,148,2,8,0.73
579740,631,105,610249,40,78,1,5,1.31
24488725,9,188,4510815,46,154,2,10,0.57
29192,177,154,16801992,23,81,4,777,0.01
39577126,22,80,1826099,208,79,1,4,1.6
3936952,11,89,1044852,11,510,2,9,0.48
578735,69,120,5462391,35,208,4,655,2.1
3174700,12,124,169660,4096,665,3,647,0.61
30945264,12,84,36741752,8,78,4,286,0.35
22347942,1977,123,434963,34,497,2,9,0.32
180181,1309,190,1725943,222,264,2,10,0.31
107316,338,91,600320,180,208,3,397,0.51
3443827,117,91,844301,15,143,1,4,2.41
18953699,372,277,34478170,34,111,3,185,0.35
25815997,57,193,3163879,37,80,4,787,0.78
29986562,130,185,234989,870,304,3,867,1.71
8583252,13,109,177712,85,117,2,8,1.75
1385717,19,77,12574087,10,134,1,5,2.72
1069292,62,94,40313359,4,112,1,5,1.04
9341161,502,186,1626968,78,93,3,357,3.02
40655812,106,92,3540699,43,82,2,9,0.64
641121,87,148,61129284,145,123,3,583,1.04
27104517,38,91,13224553,75,89,1,5,1.53
2722912,53,128,42402232,0,492,2,9,1.34
109505,81,94,876049,21,87,3,120,1.12
31735067,11,82,14451033,57,88,3,278,0.88
33305253,27,125,24165686,26,79,4,667,0.54
739090,33,94,20042035,1,85,2,9,0.18
178349,58,110,8396077,137,105,1,4,1.04
5497245,24,79,7554331,40,114,3,170,0.76
21438560,6,80,62400890,93,214,3,418,0.34
151622,301,272,19236433,12,88,1,6,0.24
339486,136,169,4132898,44,93,2,9,2.2
39587035,16,87,91719,176,130,1,5,0.35
6692736,80,141,26119658,38,97,3,183,1.12
51038662,69,97,59984496,2,90,2,7,4.01
19513100,39,84,33935495,5,128,1,6,1.47
73257,215,182,17750744,6,99,2,11,1.11
58500231,6,192,9254914,31,93,1,6,1.68
30364,521,142,34440607,29,124,2,10,0.81
901672,52,116,360889,141,323,2,10,0.86
32467215,14,122,58028322,0,149,3,10,0.86
78768,461,130,29364,182,426,2,11,1.29
2053979,85,100,60487733,1,86,3,13,0.47
1722782,32,95,1164082,280,117,1,5,0.62
25663335,111,155,58929720,4,97,2,9,0.72
237833,223,179,2472420,87,86,2,10,0.28
31869291,24,200,4445626,114,108,3,464,1.64
20369198,9,81,614096,319,83,2,10,1.76
11690193,14,161,24503675,105,149,2,9,2.86
6156910,15,84,32099675,49,96,1,5,1.41
49000788,2,187,2275272,83,77,2,10,1.61
4375959,141,108,9599583,7,304,1,5,0.16
390902,380,297,6812656,84,123,1,6,1.02
2071717,48,211,1131806,152,170,4,1657,0.74
155148,145,112,362188,66,338,1,4,0.92
2535966,130,114,301842,188,183,4,1429,0.21
3201608,88,134,7512942,106,102,2,10,0.81
35315739,43,85,1273909,66,79,3,316,0.97
62619272,0,220,5121183,16,96,2,8,0.37
40183545,52,109,12330338,54,99,4,719,1.15
43884887,388,289,54090357,145,80,2,9,1.03
1468416,108,99,1954843,582,249,2,11,1.89
37951496,41,94,35987469,971,122,2,13,1.74
2313114,2619,123,64038298,2,77,4,345,2.6
66125061,39,181,3818960,75,106,4,1138,0.74
2208120,12,79,28778910,75,229,4,705,1.2
367074,162,134,2163351,33,137,3,169,1.04
40799914,47,90,64043292,2,87,1,4,0.26
47431865,65,104,2656732,63,96,3,357,0.7
7656237,52,84,19818410,43,196,1,4,0.38
24489660,12,117,35546730,29,211,2,8,2.09
741926,470,130,19361,1373,393,3,627,0.34
632264,63,81,36819236,143,86,2,9,0.55
2166557,46,80,486436,18,79,2,9,1.08
8521120,565,131,37702817,72,131,1,5,0.25
708251,272,126,44508034,17,88,1,5,0.43
30505255,7,113,3192301,56,87,4,739,0.31
46945703,7,78,5792775,32,111,4,560,0.79
3637773,39,357,31769801,14,118,4,148,1.34
16268302,0,126,621228,26,183,1,6,1.79
55475645,16,186,1176026,12,84,1,5,1.07
44054682,2,80,666703,255,106,1,5,1.36
456411,65,87,23446919,240,198,1,5,0.06
1667718,171,121,178115,99,96,2,10,0.3
15945074,47,79,30863600,43,78,2,9,1.3
15053649,53,115,1157354,75,150,4,694,0.81
125055,23,123,28558494,51,138,2,9,0.82
24975622,201,157,65620728,15,131,1,6,0.27
35082911,19,165,15634780,40,97,2,10,0.66
14011422,73,130,13616689,11,82,3,54,0.21
2153022,222,114,14264235,3,249,4,117,0.28
34536250,49,96,8810912,142,91,3,387,0.15
21569286,1,82,49359419,42,78,4,578,0.5
2406568,44,84,11858188,11,1020,1,5,2.89
1724529,116,79,7283164,17,285,2,8,1.68
39460884,2,650,1739680,44,115,2,10,0.81
160458,905,253,24362817,11,103,1,6,3.75
20538552,8,120,936162,73,77,1,4,0.14
14482396,120,163,3688717,74,242,1,5,0.06
463952,1010,116,28323067,33,130,3,136,0.68
282944,1021,273,430733,763,126,1,5,0.71
357891,26,184,22523752,7,79,1,5,0.12
33006596,103,134,2351995,6,94,2,9,1.5
2214932,123,102,65717455,1,194,2,8,0.66
33615549,5,105,8867488,39,125,2,9,0.52
44537668,43,91,1619381,18,83,3,87,2.58
45232460,6,297,52126081,24,134,4,1647,0.26
1068605,85,138,47617459,4,187,1,5,0.21
3546649,89,112,43704677,2,310,1,4,2.89
52989995,7,100,57883364,60,177,2,8,0.19
71717,775,363,6353812,17,84,2,10,1.39
33137114,15,89,60186078,2,90,4,119,1.75
1841580,221,193,1301908,142,99,1,6,2.42
